Pakirno_st,Dvodelnost,Ravninski,St_povezav,Gostota,Povp_stopnja,Zgoscenost,Povp_razdalja,Najdaljsa_pot,Premer
5,False,True,18,0.857,2.571,0.238,2.835,12,6
5,False,True,18,0.857,2.571,0.143,2.78,13,6
5,False,True,18,0.857,2.571,0.143,2.769,13,7
5,False,True,18,0.857,2.571,0.0,2.495,13,5
5,False,True,18,0.857,2.571,0.071,2.769,12,6
5,False,True,18,0.857,2.571,0.119,2.78,13,6
5,False,True,18,0.857,2.571,0.0,2.604,13,6
5,False,True,18,0.857,2.571,0.071,2.626,12,5
5,False,True,18,0.857,2.571,0.143,2.967,12,7
5,False,True,18,0.857,2.571,0.214,3.418,13,9
5,False,True,18,0.857,2.571,0.071,2.923,13,7
5,False,True,18,0.857,2.571,0.0,2.626,13,6
5,False,False,18,0.857,2.571,0.071,2.813,12,6
5,False,True,18,0.857,2.571,0.143,2.967,13,6
5,False,True,18,0.857,2.571,0.071,2.692,13,5
5,False,True,18,0.857,2.571,0.071,2.945,13,7
5,False,True,18,0.857,2.571,0.071,2.901,13,7
5,False,True,18,0.857,2.571,0.143,2.901,13,6
5,False,True,18,0.857,2.571,0.238,2.945,13,6
5,False,True,18,0.857,2.571,0.238,3.407,13,8
5,False,False,18,0.857,2.571,0.071,2.703,13,6
5,False,True,18,0.857,2.571,0.238,3.022,13,7
5,False,True,18,0.857,2.571,0.31,2.835,13,5
5,False,True,18,0.857,2.571,0.214,3.143,13,7
5,False,True,18,0.857,2.571,0.405,3.077,13,6
5,False,True,18,0.857,2.571,0.071,2.484,13,5
5,False,False,18,0.857,2.571,0.071,2.516,13,5
5,False,True,18,0.857,2.571,0.071,2.56,13,5
5,False,True,18,0.857,2.571,0.143,2.846,13,6
5,False,True,18,0.857,2.571,0.31,3.231,13,7
5,False,True,18,0.857,2.571,0.214,3.297,12,8
5,False,True,18,0.857,2.571,0.19,2.736,13,5
5,False,True,18,0.857,2.571,0.143,3.143,11,7
5,False,True,18,0.857,2.571,0.214,2.879,12,6
5,False,True,18,0.857,2.571,0.214,3.319,11,8
5,False,True,18,0.857,2.571,0.214,2.857,12,6
5,False,True,18,0.857,2.571,0.214,2.879,12,6
5,False,True,18,0.857,2.571,0.19,2.956,13,7
5,False,True,18,0.857,2.571,0.262,3.253,13,7
5,False,True,18,0.857,2.571,0.19,2.791,13,6
5,False,True,18,0.857,2.571,0.143,2.802,13,6
5,False,True,18,0.857,2.571,0.262,3.121,13,7
5,False,True,18,0.857,2.571,0.357,2.967,13,6
5,False,True,18,0.857,2.571,0.214,3.451,13,8
5,False,False,18,0.857,2.571,0.071,2.571,13,5
5,False,True,18,0.857,2.571,0.19,2.912,13,7
5,False,True,18,0.857,2.571,0.143,2.769,12,6
5,False,True,18,0.857,2.571,0.286,2.956,13,6
5,False,True,18,0.857,2.571,0.143,2.89,13,6
5,False,True,18,0.857,2.571,0.143,2.879,13,6
5,False,True,18,0.857,2.571,0.262,3.066,13,7
5,False,True,18,0.857,2.571,0.286,3.176,13,7
5,False,True,18,0.857,2.571,0.262,2.769,12,5
5,False,True,18,0.857,2.571,0.143,3.033,13,7
5,False,True,18,0.857,2.571,0.262,2.791,13,6
5,False,True,18,0.857,2.571,0.31,3.176,13,7
5,False,True,18,0.857,2.571,0.143,2.846,13,6
5,False,True,18,0.857,2.571,0.262,3.033,13,6
5,False,True,18,0.857,2.571,0.286,3.33,13,8
5,False,True,18,0.857,2.571,0.214,3.132,12,7
5,False,False,18,0.857,2.571,0.071,2.681,13,6
5,False,True,18,0.857,2.571,0.238,2.956,13,7
5,False,False,18,0.857,2.571,0.071,2.681,13,5
5,False,False,18,0.857,2.571,0.071,2.484,13,5
5,False,False,18,0.857,2.571,0.0,2.505,13,5
5,False,False,18,0.857,2.571,0.0,2.725,13,7
5,False,False,18,0.857,2.571,0.071,2.538,13,5
5,False,True,18,0.857,2.571,0.071,2.659,13,6
5,False,True,18,0.857,2.571,0.167,2.659,13,5
5,False,True,18,0.857,2.571,0.143,2.725,13,5
5,False,True,18,0.857,2.571,0.19,2.67,13,6
5,False,False,18,0.857,2.571,0.0,2.648,13,6
5,False,True,18,0.857,2.571,0.167,2.89,13,7
5,False,True,18,0.857,2.571,0.214,3.209,11,7
5,False,True,18,0.857,2.571,0.214,3.363,13,8
5,False,True,18,0.857,2.571,0.143,3.418,13,9
