Pakirno_st,Dvodelnost,Ravninski,St_povezav,Gostota,Povp_stopnja,Zgoscenost,Povp_razdalja,Najdaljsa_pot,Premer
5,False,False,24,1.0,3.0,0.125,2.375,15,4
5,False,False,24,1.0,3.0,0.188,2.65,15,5
5,False,False,24,1.0,3.0,0.125,2.425,15,4
5,False,False,24,1.0,3.0,0.062,2.45,15,4
5,False,False,24,1.0,3.0,0.125,2.5,15,5
5,False,False,24,1.0,3.0,0.062,2.45,15,5
5,False,False,24,1.0,3.0,0.125,2.517,15,5
5,False,False,24,1.0,3.0,0.062,2.308,15,4
5,False,False,24,1.0,3.0,0.125,2.567,15,5
5,False,False,24,1.0,3.0,0.062,2.342,15,4
5,False,False,24,1.0,3.0,0.0,2.342,15,4
5,False,False,24,1.0,3.0,0.0,2.258,15,4
5,False,False,24,1.0,3.0,0.125,2.517,15,5
5,False,False,24,1.0,3.0,0.125,2.358,15,4
5,False,False,24,1.0,3.0,0.062,2.425,15,5
5,False,False,24,1.0,3.0,0.188,2.467,15,4
5,False,False,24,1.0,3.0,0.062,2.358,15,4
5,False,False,24,1.0,3.0,0.25,2.492,15,4
5,False,False,24,1.0,3.0,0.125,2.5,15,5
5,False,False,24,1.0,3.0,0.062,2.283,15,4
5,False,False,24,1.0,3.0,0.25,2.467,15,4
5,False,True,24,1.0,3.0,0.188,2.525,15,5
5,False,False,24,1.0,3.0,0.125,2.583,15,5
5,False,False,24,1.0,3.0,0.0,2.383,15,4
5,False,False,24,1.0,3.0,0.062,2.475,15,5
5,False,True,24,1.0,3.0,0.188,2.517,15,5
5,False,False,24,1.0,3.0,0.188,2.383,15,4
5,False,False,24,1.0,3.0,0.188,2.708,15,5
5,False,False,24,1.0,3.0,0.0,2.258,15,4
5,False,False,24,1.0,3.0,0.062,2.267,15,4
5,False,False,24,1.0,3.0,0.062,2.433,15,5
5,False,True,24,1.0,3.0,0.312,2.958,15,6
5,False,False,24,1.0,3.0,0.0,2.3,15,4
5,False,False,24,1.0,3.0,0.062,2.667,15,5
5,False,False,24,1.0,3.0,0.125,2.4,15,4
5,False,False,24,1.0,3.0,0.188,2.658,15,5
5,False,False,24,1.0,3.0,0.0,2.317,15,4
5,False,True,24,1.0,3.0,0.188,2.442,15,4
5,False,True,24,1.0,3.0,0.188,2.558,15,5
5,False,False,24,1.0,3.0,0.188,2.625,15,5
5,False,True,24,1.0,3.0,0.188,2.583,15,5
5,False,False,24,1.0,3.0,0.188,2.55,15,5
5,False,False,24,1.0,3.0,0.125,2.508,15,5
5,False,True,24,1.0,3.0,0.25,2.883,15,6
5,False,False,24,1.0,3.0,0.062,2.342,15,4
5,False,False,24,1.0,3.0,0.062,2.308,15,4
5,False,False,24,1.0,3.0,0.188,2.5,15,5
5,False,False,24,1.0,3.0,0.062,2.4,15,4
5,False,False,24,1.0,3.0,0.062,2.35,15,4
